symbol1,symbol2
P4HB,P4HA2
P4HA2,P4HA2
CREB3,P4HA2
TNS4,P4HA2
CLNK,P4HA2
NEK7,P4HA2
DNM2,STX11
KAT5,STX11
IKBKG,STX11
MEOX2,STX11
SNAP23,STX11
PSMA3,STX11
BYSL,STX11
RNF8,STX11
MAP1LC3B,STX11
GIPC1,STX11
BLOC1S6,STX11
TADA3,STX11
USHBP1,STX11
CTBP2,STX11
FAM161B,STX11
A2M,STX11
STX1A,STX11
KDM1A,STX11
STX11,STX11
PSMC3,STX11
SLC38A2,STX11
TLE5,STX11
SNX3,STX11
STX4,STX11
CCNK,STX11
ZNF417,STX11
NTAQ1,STX11
TAF6L,STX11
MBIP,STX11
ZCCHC10,STX11
HOXA1,STX11
SH2D4A,STX11
IKZF3,STX11
EIF1AD,STX11
CARD9,STX11
DISC1,STX11
TCF4,STX11
SUV39H1,STX11
NDC80,STX11
RUNX1T1,STX11
KLC3,STX11
CRYBA4,STX11
UBASH3A,STX11
FAM110A,STX11
GLE1,STX11
KIFC3,STX11
STXBP1,STX11
SIKE1,STX11
MECP2,STX11
PRKAB2,STX11
C1orf109,STX11
FAM90A1,STX11
LONRF1,STX11
SPRED1,STX11
TNFRSF21,STX11
MFAP1,STX11
ZNF587,STX11
AXIN2,STX11
CWF19L2,STX11
CCBE1,STX11
KRT75,STX11
ZNF19,STX11
MBD3L1,STX11
EIF2B5,STX11
BACE2,STX11
RNF6,STX11
DNM2,NR0B2
SIN3A,NR0B2
RXRA,NR0B2
ESRRA,NR0B2
SMAD4,NR0B2
NR3C1,NR0B2
VDR,NR0B2
HNF4A,NR0B2
XBP1,NR0B2
NCOA3,NR0B2
HDAC3,NR0B2
HNRNPA1,NR0B2
DDX3X,NR0B2
ZAP70,NR0B2
PIAS1,NR0B2
PPARD,NR0B2
SNW1,NR0B2
EHMT2,NR0B2
PPARG,NR0B2
CHRD,NR0B2
RNF31,NR0B2
FN1,NR0B2
RARG,NR0B2
RBP5,NR0B2
HNF4G,NR0B2
PAX9,NR0B2
DNM2,TAGLN2
HTT,TAGLN2
SMN1,TAGLN2
SMN2,TAGLN2
ACTB,TAGLN2
SUMO2,TAGLN2
U2AF2,TAGLN2
ITGA4,TAGLN2
EHD2,TAGLN2
DNM2,H3C1
CDK9,H3C1
YWHAZ,H3C1
RAG1,H3C1
YWHAB,H3C1
PSEN2,H3C1
CREBBP,H3C1
HTT,H3C1
KAT5,H3C1
EGFR,H3C1
NXF1,H3C1
RCC1,H3C1
MAD2L1,H3C1
MYOD1,H3C1
NR3C1,H3C1
PAXIP1,H3C1
BMI1,H3C1
RAD51B,H3C1
RAC1,H3C1
PRMT1,H3C1
SMARCA4,H3C1
SETDB1,H3C1
DEK,H3C1
PAK1,H3C1
UBE2E1,H3C1
UBE2E3,H3C1
UBE2D2,H3C1
UBE2D3,H3C1
TRIM28,H3C1
RACK1,H3C1
NAP1L1,H3C1
H2AC4,H3C1
DPF2,H3C1
CDH1,H3C1
H3C1,H3C1
MYB,H3C1
PARN,H3C1
CHD4,H3C1
CDC45,H3C1
RNF11,H3C1
EP300,H3C1
PRMT5,H3C1
DYRK1A,H3C1
AURKA,H3C1
EGLN1,H3C1
COPS2,H3C1
KAT7,H3C1
BRD7,H3C1
KAT2B,H3C1
SIRT2,H3C1
H2AX,H3C1
EZH2,H3C1
SETD1A,H3C1
ASH2L,H3C1
HDAC1,H3C1
UBE2D4,H3C1
CBX4,H3C1
GRIP1,H3C1
ZMYND8,H3C1
KDM6A,H3C1
BAZ1A,H3C1
UHRF2,H3C1
A2M,H3C1
TTR,H3C1
KDM1A,H3C1
CBX8,H3C1
SMARCB1,H3C1
SIRT7,H3C1
HPF1,H3C1
WFS1,H3C1
WWC1,H3C1
SIRT3,H3C1
AURKB,H3C1
ITGA4,H3C1
TRIM29,H3C1
SGF29,H3C1
THAP7,H3C1
CBX2,H3C1
SFMBT1,H3C1
LASP1,H3C1
KAT14,H3C1
MLLT3,H3C1
PRKCA,H3C1
TSSK6,H3C1
MBD1,H3C1
RCOR1,H3C1
KAT8,H3C1
KDM4A,H3C1
JADE1,H3C1
KAT6A,H3C1
SETD2,H3C1
TP53BP1,H3C1
PHF20,H3C1
DNMT3A,H3C1
AKT2,H3C1
RPS6KA3,H3C1
NOC2L,H3C1
UBE2D1,H3C1
CSTB,H3C1
YEATS4,H3C1
PRKCB,H3C1
CTSD,H3C1
H2AZ1,H3C1
CBX7,H3C1
NR1H4,H3C1
BRIP1,H3C1
HDAC8,H3C1
PEX1,H3C1
UHRF1,H3C1
AIRE,H3C1
SPHK2,H3C1
NFE2L2,H3C1
CNOT7,H3C1
CARM1,H3C1
TRIM24,H3C1
TRIM33,H3C1
SIRT1,H3C1
PHF19,H3C1
PALB2,H3C1
PELP1,H3C1
PRDM2,H3C1
DCAF1,H3C1
CBX6,H3C1
EID1,H3C1
NSD3,H3C1
MPHOSPH8,H3C1
PHF1,H3C1
IRF1,H3C1
AURKC,H3C1
KDM2B,H3C1
KMT2C,H3C1
KDM6B,H3C1
KDM5B,H3C1
PARP10,H3C1
JMJD6,H3C1
PHF8,H3C1
FBLIM1,H3C1
FGF14,H3C1
DDB2,H3C1
SETD1B,H3C1
PRMT7,H3C1
PRDM6,H3C1
BRPF1,H3C1
NSD2,H3C1
DPF3,H3C1
NSD1,H3C1
ESCO1,H3C1
H2AC20,H3C1
MSL3,H3C1
ASH1L,H3C1
CHD1,H3C1
KDM4C,H3C1
HASPIN,H3C1
CENPM,H3C1
DNM2,H3C4
YWHAZ,H3C4
PSEN2,H3C4
HTT,H3C4
EGFR,H3C4
RAD51B,H3C4
RNF11,H3C4
BRD7,H3C4
CBX4,H3C4
A2M,H3C4
TTR,H3C4
KDM1A,H3C4
CBX8,H3C4
SMARCB1,H3C4
WFS1,H3C4
ITGA4,H3C4
SGF29,H3C4
CBX2,H3C4
KDM4A,H3C4
TP53BP1,H3C4
PHF20,H3C4
NOC2L,H3C4
PRKCB,H3C4
CTSD,H3C4
CBX7,H3C4
PEX1,H3C4
AIRE,H3C4
CNOT7,H3C4
TRIM24,H3C4
CBX6,H3C4
MPHOSPH8,H3C4
KDM5B,H3C4
FBLIM1,H3C4
FGF14,H3C4
DPF3,H3C4
DNM2,H3C3
YWHAZ,H3C3
PSEN2,H3C3
HTT,H3C3
EGFR,H3C3
RAD51B,H3C3
H3C3,H3C3
RNF11,H3C3
BRD7,H3C3
CBX4,H3C3
A2M,H3C3
TTR,H3C3
KDM1A,H3C3
CBX8,H3C3
SMARCB1,H3C3
WFS1,H3C3
ITGA4,H3C3
SGF29,H3C3
CBX2,H3C3
RIOX2,H3C3
KDM4A,H3C3
TP53BP1,H3C3
PHF20,H3C3
NOC2L,H3C3
BANF1,H3C3
PRKCB,H3C3
CTSD,H3C3
CBX7,H3C3
PEX1,H3C3
AIRE,H3C3
CNOT7,H3C3
TRIM24,H3C3
CBX6,H3C3
MPHOSPH8,H3C3
PHF1,H3C3
KDM5B,H3C3
FBLIM1,H3C3
FGF14,H3C3
DPF3,H3C3
DNM2,H3C6
YWHAZ,H3C6
PSEN2,H3C6
HTT,H3C6
EGFR,H3C6
RPS6KA5,H3C6
RAD51B,H3C6
H2AC4,H3C6
RNF11,H3C6
BRD7,H3C6
CBX4,H3C6
A2M,H3C6
TTR,H3C6
KDM1A,H3C6
CBX8,H3C6
SMARCB1,H3C6
WFS1,H3C6
ITGA4,H3C6
SGF29,H3C6
CBX2,H3C6
KDM4A,H3C6
TP53BP1,H3C6
PHF20,H3C6
NOC2L,H3C6
PRKCB,H3C6
CTSD,H3C6
CBX7,H3C6
PEX1,H3C6
AIRE,H3C6
CNOT7,H3C6
TRIM24,H3C6
CENPA,H3C6
CBX6,H3C6
MPHOSPH8,H3C6
PHF1,H3C6
KDM5B,H3C6
FBLIM1,H3C6
FGF14,H3C6
STK38,H3C6
SETD1B,H3C6
DPF3,H3C6
DNM2,H3C11
YWHAZ,H3C11
PSEN2,H3C11
HTT,H3C11
EGFR,H3C11
RAD51B,H3C11
RNF11,H3C11
BRD7,H3C11
CBX4,H3C11
A2M,H3C11
TTR,H3C11
KDM1A,H3C11
CBX8,H3C11
SMARCB1,H3C11
WFS1,H3C11
ITGA4,H3C11
SGF29,H3C11
CBX2,H3C11
KDM4A,H3C11
TP53BP1,H3C11
PHF20,H3C11
NOC2L,H3C11
PRKCB,H3C11
CTSD,H3C11
CBX7,H3C11
PEX1,H3C11
AIRE,H3C11
CNOT7,H3C11
TRIM24,H3C11
CBX6,H3C11
MPHOSPH8,H3C11
PHF1,H3C11
KDM5B,H3C11
FBLIM1,H3C11
FGF14,H3C11
DPF3,H3C11
DNM2,H3C8
YWHAZ,H3C8
PSEN2,H3C8
HTT,H3C8
EGFR,H3C8
RAD51B,H3C8
RNF11,H3C8
BRD7,H3C8
CBX4,H3C8
A2M,H3C8
TTR,H3C8
KDM1A,H3C8
CBX8,H3C8
SMARCB1,H3C8
WFS1,H3C8
ITGA4,H3C8
SGF29,H3C8
CBX2,H3C8
KDM4A,H3C8
TP53BP1,H3C8
PHF20,H3C8
NOC2L,H3C8
PRKCB,H3C8
CTSD,H3C8
CBX7,H3C8
PEX1,H3C8
AIRE,H3C8
CNOT7,H3C8
TRIM24,H3C8
CBX6,H3C8
MPHOSPH8,H3C8
PHF1,H3C8
KDM5B,H3C8
FBLIM1,H3C8
FGF14,H3C8
DPF3,H3C8
DNM2,H3C12
YWHAZ,H3C12
PSEN2,H3C12
HTT,H3C12
EGFR,H3C12
RAD51B,H3C12
RNF11,H3C12
BRD7,H3C12
CBX4,H3C12
A2M,H3C12
TTR,H3C12
KDM1A,H3C12
CBX8,H3C12
SMARCB1,H3C12
WFS1,H3C12
SGF29,H3C12
CBX2,H3C12
KDM4A,H3C12
TP53BP1,H3C12
PHF20,H3C12
NOC2L,H3C12
PRKCB,H3C12
CTSD,H3C12
CBX7,H3C12
PEX1,H3C12
AIRE,H3C12
CNOT7,H3C12
TRIM24,H3C12
CBX6,H3C12
MPHOSPH8,H3C12
PHF1,H3C12
KDM5B,H3C12
FBLIM1,H3C12
FGF14,H3C12
DPF3,H3C12
DNM2,H3C10
YWHAZ,H3C10
PSEN2,H3C10
HTT,H3C10
EGFR,H3C10
RAD51B,H3C10
RNF11,H3C10
BRD7,H3C10
CBX4,H3C10
A2M,H3C10
TTR,H3C10
KDM1A,H3C10
CBX8,H3C10
SMARCB1,H3C10
WFS1,H3C10
ITGA4,H3C10
SGF29,H3C10
CBX2,H3C10
KDM4A,H3C10
TP53BP1,H3C10
PHF20,H3C10
NOC2L,H3C10
PRKCB,H3C10
CTSD,H3C10
CBX7,H3C10
PEX1,H3C10
AIRE,H3C10
CNOT7,H3C10
TRIM24,H3C10
CBX6,H3C10
MPHOSPH8,H3C10
PHF1,H3C10
KDM5B,H3C10
FBLIM1,H3C10
FGF14,H3C10
DPF3,H3C10
DNM2,H3C2
YWHAZ,H3C2
PSEN2,H3C2
HTT,H3C2
EGFR,H3C2
RAD51B,H3C2
H3C6,H3C2
RNF11,H3C2
BRD7,H3C2
CBX4,H3C2
A2M,H3C2
TTR,H3C2
KDM1A,H3C2
CBX8,H3C2
SMARCB1,H3C2
WFS1,H3C2
ITGA4,H3C2
SGF29,H3C2
CBX2,H3C2
KDM4A,H3C2
TP53BP1,H3C2
PHF20,H3C2
NOC2L,H3C2
PRKCB,H3C2
CTSD,H3C2
H2AZ1,H3C2
CBX7,H3C2
PEX1,H3C2
AIRE,H3C2
CNOT7,H3C2
TRIM24,H3C2
CBX6,H3C2
MPHOSPH8,H3C2
PHF1,H3C2
KDM5B,H3C2
FBLIM1,H3C2
FGF14,H3C2
DPF3,H3C2
DNM2,H3C7
YWHAZ,H3C7
PSEN2,H3C7
HTT,H3C7
EGFR,H3C7
RAD51B,H3C7
RNF11,H3C7
BRD7,H3C7
CBX4,H3C7
A2M,H3C7
TTR,H3C7
KDM1A,H3C7
CBX8,H3C7
SMARCB1,H3C7
WFS1,H3C7
ITGA4,H3C7
SGF29,H3C7
CBX2,H3C7
KDM4A,H3C7
TP53BP1,H3C7
PHF20,H3C7
NOC2L,H3C7
PRKCB,H3C7
CTSD,H3C7
CBX7,H3C7
PEX1,H3C7
AIRE,H3C7
CNOT7,H3C7
TRIM24,H3C7
CBX6,H3C7
MPHOSPH8,H3C7
PHF1,H3C7
KDM5B,H3C7
FBLIM1,H3C7
FGF14,H3C7
DPF3,H3C7
DNM2,FZD4
DLG1,FZD4
A2M,FZD4
DVL2,FZD4
DLG4,FZD4
ARRB2,FZD4
NDP,FZD4
FZD4,FZD4
CRELD2,FZD4
SPRED1,FZD4
DNM2,BRK1
DCTN1,BRK1
RYBP,BRK1
PIK3R3,BRK1
ZNHIT1,BRK1
CCT6A,BRK1
BAG6,BRK1
RNF11,BRK1
PRMT5,BRK1
EEF1G,BRK1
IFT20,BRK1
OTUB1,BRK1
A2M,BRK1
PRKN,BRK1
LAPTM4A,BRK1
BRME1,BRK1
NME4,BRK1
NDEL1,BRK1
PRPH,BRK1
P2RY2,BRK1
DBH,BRK1
MRFAP1,BRK1
UBE2K,BRK1
CBWD1,BRK1
TIMM8A,BRK1
AKAP9,BRK1
MPC2,BRK1
VDAC2,BRK1
TUBA1B,BRK1
GFAP,BRK1
PHF19,BRK1
RNF20,BRK1
MECP2,BRK1
NUP58,BRK1
BCKDK,BRK1
CDC37L1,BRK1
DPP9,BRK1
SPRED1,BRK1
MAGEB6,BRK1
SPPL2B,BRK1
PER1,BRK1
SPDEF,BRK1
C11orf1,BRK1
WFDC5,BRK1
NDUFV2,BRK1
TMEM95,BRK1
VKORC1L1,BRK1
JPH3,BRK1
DNM2,TP53BP1
CDK1,TP53BP1
MEOX2,TP53BP1
ESR1,TP53BP1
PAXIP1,TP53BP1
E2F1,TP53BP1
H4-16,TP53BP1
H4C15,TP53BP1
H4C9,TP53BP1
H4C1,TP53BP1
H4C4,TP53BP1
H4C6,TP53BP1
H4C12,TP53BP1
H4C11,TP53BP1
H4C3,TP53BP1
H4C8,TP53BP1
H4C2,TP53BP1
H4C5,TP53BP1
H4C13,TP53BP1
H4C14,TP53BP1
NCOA3,TP53BP1
RAD51,TP53BP1
HDAC4,TP53BP1
TOPBP1,TP53BP1
ATM,TP53BP1
NFKB1,TP53BP1
EXOC4,TP53BP1
VIM,TP53BP1
NEK1,TP53BP1
EP300,TP53BP1
E2F4,TP53BP1
PLK1,TP53BP1
CCNB1,TP53BP1
H2AX,TP53BP1
MDC1,TP53BP1
KDM2A,TP53BP1
RNF168,TP53BP1
ARAP1,TP53BP1
KDM1A,TP53BP1
DYNLL1,TP53BP1
TERF2,TP53BP1
TFDP1,TP53BP1
ANKS1A,TP53BP1
LIG4,TP53BP1
LMNA,TP53BP1
KAT8,TP53BP1
ATP1A3,TP53BP1
TP53BP1,TP53BP1
VAC14,TP53BP1
PECAM1,TP53BP1
VRK1,TP53BP1
MCPH1,TP53BP1
USP28,TP53BP1
SPRED1,TP53BP1
PRPF38A,TP53BP1
KLHDC7B,TP53BP1
NUDT16L1,TP53BP1
DCLRE1C,TP53BP1
SCAI,TP53BP1
OXER1,TP53BP1
UBAP2,TP53BP1
SHLD1,TP53BP1
SHLD2,TP53BP1
VAMP1,TP53BP1
KMT5A,TP53BP1
TP53I3,TP53BP1
DNM2,TGM2
CASP3,TGM2
TP53,TGM2
HTT,TGM2
CBL,TGM2
UBC,TGM2
HNRNPUL1,TGM2
HSPB1,TGM2
CALM1,TGM2
TGM2,TGM2
SMAD3,TGM2
SMAD2,TGM2
GRN,TGM2
HSPA8,TGM2
NFKBIA,TGM2
KPNA3,TGM2
RELA,TGM2
TAB2,TGM2
ANKRD28,TGM2
EIF5A,TGM2
PLA2G2A,TGM2
KIF1B,TGM2
PPHLN1,TGM2
A2M,TGM2
HSPA1A,TGM2
HSPA1B,TGM2
EEF1D,TGM2
TUBB2A,TGM2
TTR,TGM2
MAP3K12,TGM2
WFS1,TGM2
KRT19,TGM2
PRPS1,TGM2
UTP6,TGM2
ABCA1,TGM2
C3,TGM2
PXN,TGM2
SERTAD1,TGM2
VHL,TGM2
GSTP1,TGM2
H2BC8,TGM2
FN1,TGM2
HP,TGM2
PINK1,TGM2
KPNA4,TGM2
H2BC21,TGM2
GCGR,TGM2
SLC7A9,TGM2
TMEM176A,TGM2
SPRED1,TGM2
TMSB4X,TGM2
PCOLCE,TGM2
TOR1A,TGM2
SOX14,TGM2
RARS2,TGM2
LACRT,TGM2
DNM2,TFF2
FCRL4,TFF2
TFF2,TFF2
DNM2,TEF
DBP,TEF
DNM2,TEAD1
WWTR1,TEAD1
OPTN,TEAD1
HTT,TEAD1
SKI,TEAD1
ATXN1,TEAD1
ENO1,TEAD1
RNF11,TEAD1
POU2F1,TEAD1
A2M,TEAD1
WFS1,TEAD1
YAP1,TEAD1
UBTD1,TEAD1
TEAD1,TEAD1
SNCA,TEAD1
NCOA1,TEAD1
CTSD,TEAD1
TRIM3,TEAD1
PINK1,TEAD1
ZDHHC17,TEAD1
MEF2A,TEAD1
GCAT,TEAD1
SOX2,TEAD1
VGLL4,TEAD1
VGLL2,TEAD1
VGLL1,TEAD1
VGLL3,TEAD1
DNM2,MAPK11
SMN1,MAPK11
SMN2,MAPK11
RPS6KA5,MAPK11
JUN,MAPK11
SETDB1,MAPK11
PML,MAPK11
PKN1,MAPK11
FGFR3,MAPK11
GIPC1,MAPK11
CPNE6,MAPK11
ELK1,MAPK11
GYS1,MAPK11
PPM1D,MAPK11
SOCS3,MAPK11
ESR2,MAPK11
DUSP16,MAPK11
DUSP10,MAPK11
MAPKAPK3,MAPK11
ELK4,MAPK11
DNM2,PIP
PHF6,PIP
CD4,PIP
SPI1,PIP
TOR1A,PIP
HTN3,PIP
DNM2,PIK3R1
AR,PIK3R1
ABL1,PIK3R1
PIK3R1,PIK3R1
BRCA1,PIK3R1
YWHAZ,PIK3R1
ITSN1,PIK3R1
FLNA,PIK3R1
PSEN2,PIK3R1
CASP7,PIK3R1
HTT,PIK3R1
LYN,PIK3R1
DAG1,PIK3R1
CDK1,PIK3R1
SYNM,PIK3R1
IGF1R,PIK3R1
TNFRSF1A,PIK3R1
CSNK2A1,PIK3R1
FAS,PIK3R1
CDC42,PIK3R1
CASP1,PIK3R1
FYN,PIK3R1
BLK,PIK3R1
LCP2,PIK3R1
TGFBR2,PIK3R1
BCR,PIK3R1
RXRA,PIK3R1
RARA,PIK3R1
ESR1,PIK3R1
SH3KBP1,PIK3R1
CD2AP,PIK3R1
HGS,PIK3R1
AKT1,PIK3R1
IRS2,PIK3R1
HCK,PIK3R1
GRB10,PIK3R1
YWHAG,PIK3R1
ARHGAP32,PIK3R1
CRKL,PIK3R1
GRB2,PIK3R1
PRKACA,PIK3R1
RAB5A,PIK3R1
JUN,PIK3R1
ERBB4,PIK3R1
FANCA,PIK3R1
APBB3,PIK3R1
GHR,PIK3R1
ACTA1,PIK3R1
MYO16,PIK3R1
ASAP2,PIK3R1
GP1BA,PIK3R1
ITGB1,PIK3R1
HDAC3,PIK3R1
ABI1,PIK3R1
AATF,PIK3R1
NCL,PIK3R1
IRS4,PIK3R1
STUB1,PIK3R1
GNB1,PIK3R1
NPM1,PIK3R1
PFKP,PIK3R1
PSMB5,PIK3R1
CHAF1A,PIK3R1
NCK1,PIK3R1
THRA,PIK3R1
SQSTM1,PIK3R1
DTNBP1,PIK3R1
BRD7,PIK3R1
ADAM19,PIK3R1
CRK,PIK3R1
GAB1,PIK3R1
PLCG1,PIK3R1
JAK3,PIK3R1
CBLB,PIK3R1
STAT3,PIK3R1
TIRAP,PIK3R1
EZR,PIK3R1
TOM1L1,PIK3R1
ITK,PIK3R1
LZTS2,PIK3R1
ANK3,PIK3R1
IL1RAP,PIK3R1
INPP4A,PIK3R1
ERBB3,PIK3R1
IL6ST,PIK3R1
A2M,PIK3R1
PDGFRB,PIK3R1
EEF1D,PIK3R1
TTR,PIK3R1
WBP11,PIK3R1
SYN1,PIK3R1
CKAP4,PIK3R1
EFS,PIK3R1
WFS1,PIK3R1
NRAS,PIK3R1
VPS29,PIK3R1
SPP1,PIK3R1
FBXL2,PIK3R1
PEBP1,PIK3R1
GAB2,PIK3R1
PIK3CA,PIK3R1
IKZF3,PIK3R1
APPL1,PIK3R1
NAA10,PIK3R1
TGIF1,PIK3R1
YES1,PIK3R1
IFNAR1,PIK3R1
MAPK8IP2,PIK3R1
SHC3,PIK3R1
TNS4,PIK3R1
TXK,PIK3R1
CLNK,PIK3R1
MAPT,PIK3R1
BCAR1,PIK3R1
PTK2,PIK3R1
FOS,PIK3R1
TNIP1,PIK3R1
SPEN,PIK3R1
GSPT1,PIK3R1
AXL,PIK3R1
IL1R1,PIK3R1
TLR2,PIK3R1
TLR3,PIK3R1
DBH,PIK3R1
PPM1A,PIK3R1
CDC27,PIK3R1
SSTR2,PIK3R1
FLT1,PIK3R1
FGFR1,PIK3R1
SELPLG,PIK3R1
CTLA4,PIK3R1
CD40,PIK3R1
RPS6KA3,PIK3R1
CSDE1,PIK3R1
LIG3,PIK3R1
COX5A,PIK3R1
WDR26,PIK3R1
UBE2G2,PIK3R1
PFN1,PIK3R1
TGOLN2,PIK3R1
MAPK8,PIK3R1
TUBG1,PIK3R1
SIK2,PIK3R1
TYK2,PIK3R1
GNAQ,PIK3R1
CAMK2A,PIK3R1
DUSP15,PIK3R1
PHACTR2,PIK3R1
PDIA2,PIK3R1
RRAS,PIK3R1
DLGAP1,PIK3R1
DLGAP3,PIK3R1
CAST,PIK3R1
AIRE,PIK3R1
SYNJ2,PIK3R1
ID4,PIK3R1
SLC24A1,PIK3R1
MYRIP,PIK3R1
ELK3,PIK3R1
TPSB2,PIK3R1
CSF2RA,PIK3R1
CSDC2,PIK3R1
PECAM1,PIK3R1
GTF2H1,PIK3R1
GFAP,PIK3R1
LTK,PIK3R1
TGFBR1,PIK3R1
TIE1,PIK3R1
TEK,PIK3R1
SIRT1,PIK3R1
LNX2,PIK3R1
FLT3,PIK3R1
CUL3,PIK3R1
CD3E,PIK3R1
KIT,PIK3R1
CMIP,PIK3R1
PTTG1,PIK3R1
MST1R,PIK3R1
AGAP2,PIK3R1
PIK3AP1,PIK3R1
TGFB1,PIK3R1
IL2RB,PIK3R1
PDGFRA,PIK3R1
SH2D2A,PIK3R1
FCGR2A,PIK3R1
CD28,PIK3R1
CD5,PIK3R1
KIR2DL1,PIK3R1
CD7,PIK3R1
ZDHHC17,PIK3R1
ARHGAP17,PIK3R1
PROM1,PIK3R1
CD3G,PIK3R1
CD3D,PIK3R1
NTRK2,PIK3R1
CD4,PIK3R1
DLX2,PIK3R1
CCL14,PIK3R1
ICOS,PIK3R1
NUMBL,PIK3R1
SOCS6,PIK3R1
PIK3CB,PIK3R1
SHB,PIK3R1
WASF1,PIK3R1
TYRO3,PIK3R1
MAL,PIK3R1
LRRK2,PIK3R1
FER,PIK3R1
DOK1,PIK3R1
IL7R,PIK3R1
TOR1A,PIK3R1
GDAP1,PIK3R1
WASF3,PIK3R1
ERAS,PIK3R1
TSHR,PIK3R1
NYAP1,PIK3R1
SLC9A2,PIK3R1
GAB3,PIK3R1
PXK,PIK3R1
TRAT1,PIK3R1
RASD2,PIK3R1
TUB,PIK3R1
DNM2,MSH5
ABL1,MSH5
HTT,MSH5
SMN1,MSH5
SMN2,MSH5
GRN,MSH5
WFS1,MSH5
PEX1,MSH5
MECP2,MSH5
TRIM54,MSH5
TOR1A,MSH5
DNM2,MNDA
HTT,MNDA
MET,MNDA
CRK,MNDA
A2M,MNDA
TTR,MNDA
NDUFV1,MNDA
MAPK8IP2,MNDA
FBXO7,MNDA
PEX1,MNDA
NSD3,MNDA
DNM2,LYN
MCM7,LYN
BTK,LYN
CASP3,LYN
LYN,LYN
SHC1,LYN
KHDRBS1,LYN
SYK,LYN
EGFR,LYN
LCP2,LYN
CSK,LYN
TRIP10,LYN
INPP5D,LYN
PTPRC,LYN
PTPN6,LYN
CD22,LYN
ERBB4,LYN
PAG1,LYN
CDK2,LYN
GP1BA,LYN
ITGB2,LYN
ITGB1,LYN
CSNK2B,LYN
HSP90AB1,LYN
RACK1,LYN
PRKCQ,LYN
NEDD9,LYN
ITPR1,LYN
ADAM19,LYN
FASLG,LYN
TNK2,LYN
BLNK,LYN
PLCG2,LYN
ERBB3,LYN
SRC,LYN
A2M,LYN
ERBB2,LYN
UNC119,LYN
PTK2B,LYN
MATK,LYN
RASA1,LYN
TEC,LYN
SH2B2,LYN
FCGR2B,LYN
DLG4,LYN
PDE4D,LYN
SNCA,LYN
SPHK1,LYN
NPHS1,LYN
CTLA4,LYN
DOK3,LYN
CSF3R,LYN
MME,LYN
CBLC,LYN
FLT3,LYN
MECP2,LYN
PIK3AP1,LYN
SVIL,LYN
IL2RB,LYN
FCGR2A,LYN
PRAM1,LYN
CENPV,LYN
MS4A1,LYN
CD36,LYN
SPRED1,LYN
CD37,LYN
GP1BB,LYN
NDFIP2,LYN
GRIA3,LYN
SCIMP,LYN
BANK1,LYN
CHST15,LYN
ABCE1,LYN
FCAR,LYN
DNM2,HOXC4
KAT5,HOXC4
SMN1,HOXC4
SMN2,HOXC4
APP,HOXC4
XRCC5,HOXC4
YWHAG,HOXC4
ATXN1,HOXC4
GRN,HOXC4
SETDB1,HOXC4
PRKDC,HOXC4
PPIB,HOXC4
RNF11,HOXC4
KIF1B,HOXC4
XRCC6,HOXC4
A2M,HOXC4
RNF32,HOXC4
LMO3,HOXC4
SOX10,HOXC4
SNCA,HOXC4
SUV39H1,HOXC4
SPRED1,HOXC4
PRMT6,HOXC4
GDAP1,HOXC4
DNM2,HK3
MEOX2,HK3
GRN,HK3
APBB2,HK3
CCT5,HK3
ZBTB17,HK3
ATF4,HK3
PPP2CB,HK3
WFS1,HK3
PRPS1,HK3
IGFBP4,HK3
HPGDS,HK3
LEP,HK3
DNM2,H2AZ1
UBE2E1,H2AZ1
ACTG1,H2AZ1
CHD4,H2AZ1
H2AX,H2AZ1
RNF168,H2AZ1
A2M,H2AZ1
ZNF24,H2AZ1
PHF6,H2AZ1
FH,H2AZ1
CTCF,H2AZ1
H2AZ1,H2AZ1
RAD18,H2AZ1
CENPA,H2AZ1
RARG,H2AZ1
USP16,H2AZ1
ZBTB1,H2AZ1
TOR1A,H2AZ1
RNF169,H2AZ1
DNM2,IQSEC1
PSEN1,IQSEC1
SMN1,IQSEC1
SMN2,IQSEC1
APP,IQSEC1
DCTN1,IQSEC1
APBB2,IQSEC1
DLG1,IQSEC1
AGO2,IQSEC1
ARF6,IQSEC1
A2M,IQSEC1
UCHL1,IQSEC1
PARK7,IQSEC1
APOE,IQSEC1
MECP2,IQSEC1
PINK1,IQSEC1
ALS2,IQSEC1
TOR1A,IQSEC1
GDAP1,IQSEC1
DNM2,CLEC2B
A2M,CLEC2B
TOR1A,CLEC2B
CLEC2B,CLEC2B
DNM2,OPTN
OPTN,OPTN
TAX1BP1,OPTN
MKNK1,OPTN
CASP8,OPTN
APP,OPTN
UBC,OPTN
HSPB1,OPTN
CALM1,OPTN
VWF,OPTN
PICK1,OPTN
APBB2,OPTN
DST,OPTN
VCP,OPTN
RPL37A,OPTN
SMARCD1,OPTN
IRAK1,OPTN
TNF,OPTN
RNF11,OPTN
STIM1,OPTN
MAP1LC3A,OPTN
CDKN1A,OPTN
ZNF329,OPTN
DAZAP2,OPTN
ABRAXAS2,OPTN
RNF111,OPTN
CEP250,OPTN
RBM12,OPTN
TBC1D17,OPTN
PSMC2,OPTN
WFS1,OPTN
RNF216,OPTN
MGAT4B,OPTN
FXR2,OPTN
WASHC3,OPTN
BEGAIN,OPTN
ASMTL,OPTN
RAB11A,OPTN
GABARAPL1,OPTN
LPXN,OPTN
NDUFV1,OPTN
