symbol1,symbol2
ARNT,PFKFB3
HIRA,PFKFB3
GCK,PFKFB3
PFKFB3,PFKFB3
CBFA2T3,PFKFB3
HIF1A,PDK1
MTOR,PDK1
AKT1,PDK1
PTPN6,PDK1
ARNT,PDK1
KAT2B,PDK1
TNK2,PDK1
LAMTOR5,PDK1
USP4,PDK1
PIK3CA,PDK1
PDK1,PDK1
FGFR1,PDK1
AKT2,PDK1
CBFA2T3,PDK1
BLVRA,PDK1
HIF1A,HK1
AKT1,HK1
ARNT,HK1
MAX,HK1
U2AF2,HK1
HK1,HK1
SCMH1,HK1
PRKN,HK1
LIG4,HK1
VDAC1,HK1
VDAC2,HK1
CBFA2T3,HK1
HIF1A,CREB3L1
CREB3L1,CREB3L1
PEDS1-UBE2V1,CREB3L1
EPAS1,CREB3L1
DDIT3,CREB3L1
ADAM33,CREB3L1
PGRMC1,CREB3L1
CYBC1,CREB3L1
TMEM234,CREB3L1
CREM,CREB3L1
C5,CREB3L1
TMEM128,CREB3L1
CD99L2,CREB3L1
VEZT,CREB3L1
CTSA,CREB3L1
HIF1A,CA9
STAT3,CA9
GLRX3,CA9
TCF4,CA9
CA9,CA9
ATP4A,CA9
HIF1A,HIF3A
HSP90AA1,HIF3A
VHL,HIF3A
HIF1A,ELL
UBC,ELL
POLR2A,ELL
ZHX1,ELL
HNRNPU,ELL
PPP1CA,ELL
MCM2,ELL
KMT2A,ELL
SNF8,ELL
MLLT3,ELL
EAF1,ELL
USPL1,ELL
MLLT1,ELL
EAF2,ELL
HIF1A,EPO
EP300,EPO
USF2,EPO
EPHB4,EPO
HIF1A,FTCD
TNKS2,FTCD
AGR2,FTCD
HIF1A,SIRT2
CBL,SIRT2
HDAC6,SIRT2
CDK2,SIRT2
NUDT21,SIRT2
XPO1,SIRT2
GART,SIRT2
TBK1,SIRT2
KAT2B,SIRT2
CBLB,SIRT2
UNK,SIRT2
BUB1B,SIRT2
ACLY,SIRT2
MYC,SIRT2
PLA2G4A,SIRT2
DNAJB6,SIRT2
CDC20,SIRT2
FZR1,SIRT2
FOXO1,SIRT2
ING1,SIRT2
HOXA10,SIRT2
SIRT1,SIRT2
G6PD,SIRT2
GCKR,SIRT2
ENTR1,SIRT2
RBP1,SIRT2
PAPOLA,SIRT2
OXTR,SIRT2
DNAJB8,SIRT2
PCK1,SIRT2
HIF1A,ETV4
MEOX2,ETV4
SMAD4,ETV4
SMAD2,ETV4
COP1,ETV4
TP63,ETV4
SAE1,ETV4
UBA2,ETV4
HIF1A,IL11
UBQLN2,IL11
MAGEA11,IL11
FOS,IL11
IL11RA,IL11
HIF1A,SUCO
H4-16,SUCO
H4C15,SUCO
H4C9,SUCO
H4C1,SUCO
H4C4,SUCO
H4C6,SUCO
H4C12,SUCO
H4C11,SUCO
H4C3,SUCO
H4C8,SUCO
H4C2,SUCO
H4C5,SUCO
H4C13,SUCO
H4C14,SUCO
ST7,SUCO
HIF1A,CX3CR1
HIF1A,KLF6
HDAC3,KLF6
GTF3C1,KLF6
RELA,KLF6
POLA2,KLF6
EPAS1,KLF6
PNO1,KLF6
APOM,KLF6
GARS1,KLF6
EHMT2,KLF6
LCOR,KLF6
TAF9,KLF6
NR0B2,KLF6
SPRED1,KLF6
HIF1A,TET1
EPAS1,TET1
OGT,TET1
SMG7,TET1
MBD3,TET1
HIF1A,HSPA2
EGFR,HSPA2
MAP3K5,HSPA2
PARP1,HSPA2
COP1,HSPA2
BAHD1,HSPA2
NCOA2,HSPA2
HSPA8,HSPA2
HSPBP1,HSPA2
DNAJA3,HSPA2
HSPH1,HSPA2
PFDN5,HSPA2
SSB,HSPA2
POLA2,HSPA2
BAG6,HSPA2
SAE1,HSPA2
MAP1LC3A,HSPA2
ASH2L,HSPA2
DPF1,HSPA2
ASB9,HSPA2
SIRT6,HSPA2
FOSL1,HSPA2
GAN,HSPA2
PLEKHG4,HSPA2
NCOA1,HSPA2
LARP4B,HSPA2
SCHIP1,HSPA2
OTUD7B,HSPA2
BAP1,HSPA2
PSMF1,HSPA2
UBE2A,HSPA2
ARL6IP4,HSPA2
POLR3F,HSPA2
NEUROD1,HSPA2
TSPAN2,HSPA2
SPATS1,HSPA2
SOCS6,HSPA2
PARP2,HSPA2
AK8,HSPA2
ZNF829,HSPA2
HSF2,HSPA2
FGF21,HSPA2
INCA1,HSPA2
ZNF341,HSPA2
PRR3,HSPA2
ZNF124,HSPA2
METTL21A,HSPA2
ZKSCAN3,HSPA2
MIP,HSPA2
SPATA12,HSPA2
EEF1AKMT3,HSPA2
WBP1L,HSPA2
CD209,HSPA2
TAF8,HSPA2
CHMP7,HSPA2
TMEM61,HSPA2
RANGRF,HSPA2
ZNF296,HSPA2
SERTAD4,HSPA2
HIF1A,STK11
YWHAH,STK11
MDM2,STK11
TNFRSF1A,STK11
MET,STK11
MAP3K5,STK11
AKT1,STK11
SMAD1,STK11
YWHAG,STK11
PRKACA,STK11
RPS6KA5,STK11
ARNT,STK11
XPA,STK11
CDK4,STK11
TP63,STK11
STK11,STK11
ATM,STK11
DACH1,STK11
UBE2D2,STK11
TUBB4A,STK11
STUB1,STK11
CFL2,STK11
TNIP2,STK11
RASSF1,STK11
CDK6,STK11
CDKN2A,STK11
BRAF,STK11
ARAF,STK11
AURKA,STK11
MAPK14,STK11
MAP2K6,STK11
TNKS2,STK11
ERBB2,STK11
CCND2,STK11
CDKN2C,STK11
MOCS2,STK11
CTSB,STK11
PIK3CA,STK11
VPS72,STK11
GNPDA1,STK11
RASA1,STK11
MAPRE1,STK11
BECN1,STK11
STIP1,STK11
PTGES3,STK11
RPS6KA3,STK11
MYC,STK11
KAT2A,STK11
MARK1,STK11
MAP2K5,STK11
NANS,STK11
D2HGDH,STK11
SEPTIN9,STK11
ALDOB,STK11
THOP1,STK11
CD44,STK11
NF2,STK11
GLIS2,STK11
FZR1,STK11
ADIPOR1,STK11
TERT,STK11
GRM1,STK11
SIRT1,STK11
TRIM25,STK11
CBLC,STK11
SNAI1,STK11
TNKS,STK11
PDGFRA,STK11
PRKAA2,STK11
HERC2,STK11
CYP17A1,STK11
ST14,STK11
ANP32B,STK11
BCAS3,STK11
HGF,STK11
TEAD2,STK11
ETV4,STK11
CYLC2,STK11
ZNF189,STK11
FBP2,STK11
ARG2,STK11
FAIM2,STK11
S100A14,STK11
SERPINB5,STK11
NAT2,STK11
BAG4,STK11
KLK7,STK11
RHOBTB2,STK11
PRSS50,STK11
SOX4,STK11
WT1,STK11
STK11IP,STK11
FBXO22,STK11
ABCB5,STK11
KDELR2,STK11
TNFAIP3,TNIP2
IKBKG,TNIP2
UBC,TNIP2
PDCD6IP,TNIP2
NCOR2,TNIP2
NFKB1,TNIP2
EP300,TNIP2
SMURF1,TNIP2
CLK1,TNIP2
PSMD9,TNIP2
FBXO25,TNIP2
OTUD7B,TNIP2
TEK,TNIP2
USP35,TNIP2
TNFAIP3,TICAM1
CASP8,TICAM1
IKBKE,TICAM1
TBK1,TICAM1
RIPK3,TICAM1
TICAM1,TICAM1
IRF3,TICAM1
CBLB,TICAM1
TMED7-TICAM2,TICAM1
TICAM2,TICAM1
TIRAP,TICAM1
ABCF1,TICAM1
PIK3CA,TICAM1
FOSL1,TICAM1
TLR2,TICAM1
SRSF4,TICAM1
TRIM56,TICAM1
CFLAR,TICAM1
TRIM8,TICAM1
TNFAIP3,RNF31
IKBKG,RNF31
NOD2,RNF31
TRAF1,RNF31
RIPK2,RNF31
SMAD3,RNF31
ATXN1,RNF31
UBE2D2,RNF31
TBK1,RNF31
IRAK1,RNF31
TNFRSF1B,RNF31
AZI2,RNF31
TNF,RNF31
STK4,RNF31
SNRPC,RNF31
GFI1B,RNF31
RNF31,RNF31
BCL10,RNF31
TLR3,RNF31
MALT1,RNF31
MAVS,RNF31
CD40,RNF31
RBCK1,RNF31
CFLAR,RNF31
PRKCB,RNF31
CARD11,RNF31
TRIM25,RNF31
NOS3,RNF31
SNX27,RNF31
SHARPIN,RNF31
KRTAP9-2,RNF31
VASN,RNF31
NR0B1,RNF31
ICAM5,RNF31
TNFAIP3,TNIP3
UBC,TNIP3
KPNA3,TNIP3
DAZAP2,TNIP3
ZBTB8A,TNIP3
MTUS2,TNIP3
PLSCR3,TNIP3
NOTCH2NLA,TNIP3
NF2,TNIP3
TRIM8,TNIP3
SPRED1,TNIP3
MAGEA2B,TNIP3
MAGEA2,TNIP3
FAM161A,TNIP3
CYSRT1,TNIP3
CCN3,TNIP3
TNFAIP3,GAS8
TRAF2,GAS8
KRT16,GAS8
GADD45GIP1,GAS8
PRMT5,GAS8
TRAF5,GAS8
USHBP1,GAS8
FAM161B,GAS8
SKIL,GAS8
GOLGA2,GAS8
TRIM41,GAS8
STAC3,GAS8
KRT15,GAS8
SORBS3,GAS8
CFAP53,GAS8
THAP1,GAS8
DDX17,GAS8
HOXA1,GAS8
CPSF7,GAS8
MAD1L1,GAS8
GCC1,GAS8
MRFAP1L1,GAS8
EVI5L,GAS8
LASP1,GAS8
ARL6IP1,GAS8
ZBTB22,GAS8
PLK4,GAS8
GSTA4,GAS8
HOMER3,GAS8
DISC1,GAS8
MID2,GAS8
RINT1,GAS8
BCAR3,GAS8
CDR2,GAS8
CBFA2T3,GAS8
KRT14,GAS8
CRYBB1,GAS8
ZNF212,GAS8
COG6,GAS8
LMO1,GAS8
PRDM14,GAS8
L3MBTL3,GAS8
ZBTB26,GAS8
HSF2BP,GAS8
TRIM54,GAS8
DMAP1,GAS8
PNMA5,GAS8
ERCC1,GAS8
BORCS6,GAS8
ZNF792,GAS8
RUBCN,GAS8
CARD10,GAS8
CYSRT1,GAS8
KRT27,GAS8
RBAK,GAS8
BHLHB9,GAS8
LHX3,GAS8
LZTS1,GAS8
ZBTB39,GAS8
CT45A1,GAS8
IGFBP6,GAS8
SP7,GAS8
POTEB3,GAS8
ZNF620,GAS8
ZNF629,GAS8
TNFAIP3,TRAF1
TRAF6,TRAF1
IKBKG,TRAF1
RIPK1,TRAF1
TNFRSF1A,TRAF1
TRAF1,TRAF1
CASP10,TRAF1
CASP8,TRAF1
RIPK2,TRAF1
HSP90AA1,TRAF1
IKBKB,TRAF1
KPNA2,TRAF1
DNAJA1,TRAF1
C1QBP,TRAF1
HSPA1L,TRAF1
HSPA9,TRAF1
HSPA8,TRAF1
TUBB,TRAF1
TUBB4A,TRAF1
TUBA3D,TRAF1
TUBA3C,TRAF1
ACTG1,TRAF1
GAPDH,TRAF1
SLC25A5,TRAF1
TIMM50,TRAF1
BAG2,TRAF1
SFPQ,TRAF1
TRAF2,TRAF1
RPS3,TRAF1
UBB,TRAF1
SLC25A6,TRAF1
TANK,TRAF1
NAP1L1,TRAF1
RCN2,TRAF1
MAP3K14,TRAF1
DDX5,TRAF1
DDX3X,TRAF1
USP7,TRAF1
NONO,TRAF1
TNFRSF1B,TRAF1
ANP32A,TRAF1
NT5DC2,TRAF1
APIP,TRAF1
PPIB,TRAF1
PSMA1,TRAF1
RASAL2,TRAF1
POP5,TRAF1
PSMB1,TRAF1
TICAM1,TRAF1
SUMO2,TRAF1
CASP2,TRAF1
TNFRSF14,TRAF1
BIRC2,TRAF1
EDAR,TRAF1
TNFRSF19,TRAF1
FAM161B,TRAF1
PPP1R13B,TRAF1
SNW1,TRAF1
ECH1,TRAF1
TSSC4,TRAF1
TLE5,TRAF1
TRIM37,TRAF1
CDCA3,TRAF1
ZNF250,TRAF1
C2CD6,TRAF1
ZC2HC1C,TRAF1
RBM41,TRAF1
SPG21,TRAF1
SPOP,TRAF1
THAP7,TRAF1
GEM,TRAF1
EWSR1,TRAF1
BEX2,TRAF1
LCOR,TRAF1
ZNF581,TRAF1
HOXA1,TRAF1
SCNM1,TRAF1
WAC,TRAF1
AQP1,TRAF1
HEY2,TRAF1
GIT2,TRAF1
CCHCR1,TRAF1
ARNT2,TRAF1
MAVS,TRAF1
CD40,TRAF1
COX5B,TRAF1
DOK3,TRAF1
TFPT,TRAF1
NGFR,TRAF1
TRAIP,TRAF1
CASP6,TRAF1
NEBL,TRAF1
LNX2,TRAF1
DEPTOR,TRAF1
ZBTB1,TRAF1
BEX3,TRAF1
STK3,TRAF1
NUP58,TRAF1
C1orf109,TRAF1
HMG20B,TRAF1
ABHD17A,TRAF1
ZFYVE26,TRAF1
GATA2,TRAF1
TNFRSF12A,TRAF1
LTBR,TRAF1
CHCHD3,TRAF1
CARHSP1,TRAF1
DUSP21,TRAF1
PBX3,TRAF1
KLHL38,TRAF1
ZNF587,TRAF1
SSC5D,TRAF1
FOSL2,TRAF1
TCL1A,TRAF1
TFAP4,TRAF1
EHHADH,TRAF1
SYCE1,TRAF1
CCDC198,TRAF1
FAM161A,TRAF1
PLEKHN1,TRAF1
MORN3,TRAF1
SLC25A48,TRAF1
RBM45,TRAF1
CCDC146,TRAF1
ZNF564,TRAF1
FBF1,TRAF1
DMRT3,TRAF1
SNRNP25,TRAF1
SHFL,TRAF1
TNFRSF9,TRAF1
ZNF688,TRAF1
CD27,TRAF1
TNFRSF8,TRAF1
TNFRSF18,TRAF1
TNFRSF11A,TRAF1
HIVEP3,TRAF1
CD40LG,TRAF1
DGCR6,TRAF1
TMC8,TRAF1
CRYGA,TRAF1
PLAC8,TRAF1
MAP6,TRAF1
TNFSF9,TRAF1
TNFAIP3,LAMP1
AP2M1,LAMP1
VCP,LAMP1
MAP1LC3B,LAMP1
EPAS1,LAMP1
MAP1LC3A,LAMP1
AP1M1,LAMP1
LAPTM5,LAMP1
NOTCH1,LAMP1
RRAGB,LAMP1
NCSTN,LAMP1
VPS35,LAMP1
GBA,LAMP1
ATP6V1B1,LAMP1
PROM1,LAMP1
LGALS3,LAMP1
PYCARD,LAMP1
ATP13A2,LAMP1
FBXO27,LAMP1
SVIP,LAMP1
ALG2,LAMP1
TNFAIP3,IRF7
TRAF6,IRF7
FADD,IRF7
INSR,IRF7
SMAD4,IRF7
SMAD3,IRF7
SMAD2,IRF7
IKBKE,IRF7
TANK,IRF7
ALK,IRF7
MYD88,IRF7
TICAM1,IRF7
IRF3,IRF7
IRF7,IRF7
SUMO2,IRF7
KAT2B,IRF7
TICAM2,IRF7
RNF31,IRF7
TARBP2,IRF7
KAT2A,IRF7
SUMO3,IRF7
SOCS1,IRF7
SOCS3,IRF7
UBE2B,IRF7
MAFB,IRF7
ACADS,IRF7
TNFAIP3,CCDC50
EGFR,CCDC50
UBC,CCDC50
RPS3A,CCDC50
SH3RF2,CCDC50
TNFAIP3,TRIM2
BCL2L11,TRIM2
HSP90AA1,TRIM2
UBE2E3,TRIM2
UBE2D2,TRIM2
HSP90AB1,TRIM2
DTNBP1,TRIM2
UBE2D4,TRIM2
UBE2W,TRIM2
SIRPA,TRIM2
OTUB2,TRIM2
TNIK,TRIM2
UBE2K,TRIM2
UBE2D1,TRIM2
MNAT1,TRIM2
TRIM3,TRIM2
UBE2U,TRIM2
UBE2E2,TRIM2
TRIM8,TRIM2
COG3,TRIM2
LRRC8E,TRIM2
CIB3,TRIM2
KCTD7,TRIM2
MTRNR2L1,TRIM2
TNFAIP3,RNF14
UBE2E1,RNF14
UBE2D2,RNF14
UBE2D3,RNF14
HNF1A,RNF14
UBE2L3,RNF14
UBE2D1,RNF14
UBE2U,RNF14
UBE2E2,RNF14
RNF14,RNF14
PHF7,RNF14
DET1,RNF14
TENT5A,RNF14
PNPLA7,RNF14
TNFAIP3,TRIM3
HGS,TRIM3
KPNB1,TRIM3
TRIM21,TRIM3
UBE2I,TRIM3
CEP70,TRIM3
TPTEP2-CSNK1E,TRIM3
CSNK1E,TRIM3
TRIM3,TRIM3
LRRC8E,TRIM3
ASL,TRIM3
KIF21B,TRIM3
TEAD2,TRIM3
KCTD7,TRIM3
TNFAIP3,OCLN
CSNK2B,OCLN
TJP2,OCLN
YES1,OCLN
PRKCA,OCLN
OCLN,OCLN
PRKCG,OCLN
PRKCB,OCLN
PTPN2,OCLN
RAB8B,OCLN
SYNE4,OCLN
PRKCH,OCLN
TNFAIP3,DEPTOR
FBXW7,DEPTOR
RPS6KB1,DEPTOR
BTRC,DEPTOR
FBXW11,DEPTOR
CUL1,DEPTOR
PSME3,DEPTOR
CUL5,DEPTOR
LNX1,DEPTOR
FBXO25,DEPTOR
MLST8,DEPTOR
CHKA,DEPTOR
RPS6KA1,DEPTOR
CCDC110,DEPTOR
TRIM16,DEPTOR
TNFAIP3,PELI1
MDM4,PELI1
RIPK1,PELI1
IKBKB,PELI1
TP63,PELI1
TBK1,PELI1
RIPK3,PELI1
SRPK1,PELI1
IRAK2,PELI1
H2AX,PELI1
WASHC3,PELI1
IRS1,PELI1
LMNA,PELI1
TFAP2A,PELI1
CNTROB,PELI1
BUB1B,PELI1
VAC14,PELI1
HPD,PELI1
RIMS4,PELI1
CLEC17A,PELI1
PDAP1,PELI1
LCN2,PELI1
TAX1BP1,STARD13
SMAD1,STARD13
CGN,STARD13
SIPA1L1,STARD13
HDAC4,STARD13
LIMA1,STARD13
PCNA,STARD13
KIF1B,STARD13
ITPR1,STARD13
TUBA4A,STARD13
KIF13B,STARD13
MAGI1,STARD13
CBY1,STARD13
LRFN1,STARD13
DCLK1,STARD13
TESK2,STARD13
ZBTB21,STARD13
TAX1BP1,TAX1BP1
TRAF6,TAX1BP1
CHUK,TAX1BP1
IKBKG,TAX1BP1
RIPK1,TAX1BP1
TRAF3,TAX1BP1
GRN,TAX1BP1
MYO6,TAX1BP1
KIF5B,TAX1BP1
EMILIN1,TAX1BP1
MAP1LC3B,TAX1BP1
SQSTM1,TAX1BP1
ITCH,TAX1BP1
TRAF4,TAX1BP1
CALCOCO2,TAX1BP1
RALBP1,TAX1BP1
TCEA2,TAX1BP1
GABARAP,TAX1BP1
TRAPPC6A,TAX1BP1
DSTN,TAX1BP1
NCOA4,TAX1BP1
TNIP1,TAX1BP1
RAD54L2,TAX1BP1
CXXC1,TAX1BP1
MAVS,TAX1BP1
RB1CC1,TAX1BP1
UBASH3A,TAX1BP1
LGALS8,TAX1BP1
RNF26,TAX1BP1
SSX2,TAX1BP1
SSX2B,TAX1BP1
RAD18,TAX1BP1
SH3GLB1,TAX1BP1
FAM168A,TAX1BP1
FOXC2,TAX1BP1
PIBF1,TAX1BP1
LRATD2,TAX1BP1
CWF19L2,TAX1BP1
COG7,TAX1BP1
PLEKHN1,TAX1BP1
MRPL53,TAX1BP1
TNIP3,TAX1BP1
NMRK1,TAX1BP1
MRPL11,TAX1BP1
TRIM14,TAX1BP1
GABRR1,TAX1BP1
TAX1BP1,TBC1D17
GTF3C1,TBC1D17
MAP1LC3B,TBC1D17
MAP1LC3A,TBC1D17
CALCOCO1,TBC1D17
RAB8A,TBC1D17
GABARAPL1,TBC1D17
TAX1BP1,DAZAP2
MAP3K7,DAZAP2
GGA3,DAZAP2
MAGED1,DAZAP2
TOLLIP,DAZAP2
CDK4,DAZAP2
AATF,DAZAP2
UBA52,DAZAP2
RHOXF2,DAZAP2
STAM2,DAZAP2
PLEKHB2,DAZAP2
SQSTM1,DAZAP2
HIP1,DAZAP2
TOM1,DAZAP2
UBQLN2,DAZAP2
CALCOCO2,DAZAP2
UBE2D4,DAZAP2
POLI,DAZAP2
EPN3,DAZAP2
NEDD4L,DAZAP2
DCUN1D1,DAZAP2
HEY1,DAZAP2
DAZAP2,DAZAP2
WWP1,DAZAP2
UBQLN4,DAZAP2
UBQLN1,DAZAP2
NOTCH1,DAZAP2
MED31,DAZAP2
TLE1,DAZAP2
NOC4L,DAZAP2
PEF1,DAZAP2
RBPMS,DAZAP2
CEP70,DAZAP2
C1orf94,DAZAP2
TENT5C,DAZAP2
BATF2,DAZAP2
TEX37,DAZAP2
GPSM1,DAZAP2
ZNF581,DAZAP2
CCDC120,DAZAP2
ZFAND2B,DAZAP2
RBFOX2,DAZAP2
UBAC1,DAZAP2
LASP1,DAZAP2
ZBTB32,DAZAP2
OTULIN,DAZAP2
EXD3,DAZAP2
RNF208,DAZAP2
DAB1,DAZAP2
TNIP1,DAZAP2
KRTAP19-5,DAZAP2
STAT6,DAZAP2
POGZ,DAZAP2
CAMK2A,DAZAP2
UBASH3A,DAZAP2
CXCL12,DAZAP2
OTUD7B,DAZAP2
UBE2E2,DAZAP2
USP13,DAZAP2
FAM168A,DAZAP2
ATXN1L,DAZAP2
IL17RB,DAZAP2
AICDA,DAZAP2
MINDY3,DAZAP2
FBN3,DAZAP2
WDR73,DAZAP2
ROR2,DAZAP2
PDIK1L,DAZAP2
ISX,DAZAP2
KRTAP26-1,DAZAP2
PRR20A,DAZAP2
PRR20B,DAZAP2
PRR20C,DAZAP2
PRR20D,DAZAP2
PRR20E,DAZAP2
KRTAP8-1,DAZAP2
EPN2,DAZAP2
CLASRP,DAZAP2
FOXD4L1,DAZAP2
KRTAP19-1,DAZAP2
ESRP1,DAZAP2
AOC1,DAZAP2
TAX1BP1,RAB18
TOM1L1,RAB18
PDE6D,RAB18
FAM107A,RAB18
ERRFI1,RAB18
FLCN,RAB18
CHM,RAB18
AQP6,RAB18
ELOVL4,RAB18
TAX1BP1,SCNM1
MEOX2,SCNM1
MYLIP,SCNM1
PICK1,SCNM1
REL,SCNM1
TRAF2,SCNM1
VIM,SCNM1
PFDN5,SCNM1
PIH1D1,SCNM1
CCDC136,SCNM1
RBM48,SCNM1
TRIB3,SCNM1
RHOH,SCNM1
USHBP1,SCNM1
USH1G,SCNM1
LZTS2,SCNM1
PDE4DIP,SCNM1
CALCOCO2,SCNM1
PDLIM7,SCNM1
ZNF76,SCNM1
GOLGA2,SCNM1
HAP1,SCNM1
STX11,SCNM1
PNMA1,SCNM1
MRPL28,SCNM1
FRS3,SCNM1
LNX1,SCNM1
MDFI,SCNM1
PLSCR1,SCNM1
DVL2,SCNM1
LDOC1,SCNM1
HOOK2,SCNM1
TRIM37,SCNM1
CEP70,SCNM1
TRIM23,SCNM1
SORBS3,SCNM1
CHIC2,SCNM1
MYO1F,SCNM1
ADAMTSL4,SCNM1
CEP76,SCNM1
BEND7,SCNM1
CEP44,SCNM1
FNDC11,SCNM1
IKZF3,SCNM1
MTUS2,SCNM1
PPP1R16A,SCNM1
CARD9,SCNM1
CBY2,SCNM1
HOMER3,SCNM1
TCF4,SCNM1
FHL5,SCNM1
TP53BP2,SCNM1
RBM11,SCNM1
KRT33B,SCNM1
KRT34,SCNM1
KRT35,SCNM1
AKAP9,SCNM1
LIMS1,SCNM1
PSTPIP1,SCNM1
CDR2,SCNM1
PRR5L,SCNM1
PNMA2,SCNM1
TFIP11,SCNM1
KIFC3,SCNM1
SIRT1,SCNM1
FANCL,SCNM1
LNX2,SCNM1
ZBTB1,SCNM1
ZGPAT,SCNM1
ZDHHC17,SCNM1
COG6,SCNM1
VPS52,SCNM1
GOLGA6L9,SCNM1
KRTAP5-9,SCNM1
PRDM14,SCNM1
AVPI1,SCNM1
NAB2,SCNM1
TTC23L,SCNM1
HMBOX1,SCNM1
KLF15,SCNM1
ZNF641,SCNM1
NDUFB7,SCNM1
ZNF135,SCNM1
HSF2BP,SCNM1
SPRED1,SCNM1
TRIM42,SCNM1
FSD2,SCNM1
TRIM54,SCNM1
KANK2,SCNM1
CCDC74B,SCNM1
STX19,SCNM1
ZNF829,SCNM1
PIBF1,SCNM1
JAKMIP1,SCNM1
AXIN2,SCNM1
RPGRIP1,SCNM1
MIPOL1,SCNM1
ZNF202,SCNM1
ZNF20,SCNM1
TNNI1,SCNM1
KATNBL1,SCNM1
SYCE1,SCNM1
FAM161A,SCNM1
ZNF774,SCNM1
MORN3,SCNM1
NFKBID,SCNM1
PPP1R16B,SCNM1
ZNF526,SCNM1
CCDC28B,SCNM1
CARD10,SCNM1
KRTAP1-1,SCNM1
CYSRT1,SCNM1
KRT75,SCNM1
BACH2,SCNM1
KRT27,SCNM1
RBAK,SCNM1
BHLHB9,SCNM1
LHX3,SCNM1
CDR2L,SCNM1
LZTS1,SCNM1
VMAC,SCNM1
ZMYND12,SCNM1
GAS8,SCNM1
KRT39,SCNM1
ZIM2,SCNM1
MSS51,SCNM1
ZNF552,SCNM1
ZNF438,SCNM1
LHX1,SCNM1
VWC2,SCNM1
LCN2,SCNM1
CTDSP1,SCNM1
EZHIP,SCNM1
PBX4,SCNM1
ZNF19,SCNM1
RDM1,SCNM1
LRP2BP,SCNM1
ZNF547,SCNM1
FAM228A,SCNM1
ZNF688,SCNM1
ZNF511,SCNM1
IRAK1BP1,SCNM1
RPH3AL,SCNM1
NAP1L2,SCNM1
CYTIP,SCNM1
TAX1BP1,RAD23B
HDAC6,RAD23B
CALM1,RAD23B
RPA1,RAD23B
MAD2L2,RAD23B
PSMD2,RAD23B
PSMC5,RAD23B
PSMD6,RAD23B
EEF1A1,RAD23B
MKRN1,RAD23B
HMGB1,RAD23B
RAD23A,RAD23B
HIP1,RAD23B
POU5F1,RAD23B
PSMA2,RAD23B
UBQLN2,RAD23B
USP25,RAD23B
PSMC2,RAD23B
PUF60,RAD23B
UBA3,RAD23B
MLH1,RAD23B
ZFAND5,RAD23B
PSMD1,RAD23B
PSMD14,RAD23B
UBA2,RAD23B
GTF2H1,RAD23B
SPTA1,RAD23B
CETN3,RAD23B
SEM1,RAD23B
NGLY1,RAD23B
PNMA5,RAD23B
POU6F2,RAD23B
RSC1A1,RAD23B
TAX1BP1,C18orf25
MCRS1,C18orf25
CDC5L,C18orf25
SUMO2,C18orf25
RNF4,C18orf25
PNKP,C18orf25
DDIT4L,C18orf25
LRRK2,C18orf25
JAKMIP1,C18orf25
TAX1BP1,FAM90A1
AP2M1,FAM90A1
RABEP1,FAM90A1
FYN,FAM90A1
SMAD3,FAM90A1
SIAH1,FAM90A1
PICK1,FAM90A1
CADPS,FAM90A1
PBX1,FAM90A1
MYOG,FAM90A1
REL,FAM90A1
PSME3,FAM90A1
NUDT21,FAM90A1
PFDN5,FAM90A1
PIH1D1,FAM90A1
KPNA3,FAM90A1
EXOSC8,FAM90A1
PBX2,FAM90A1
RBM48,FAM90A1
TRIB3,FAM90A1
RHOH,FAM90A1
TRAF4,FAM90A1
LZTS2,FAM90A1
DVL3,FAM90A1
ZBTB16,FAM90A1
PDLIM7,FAM90A1
ZNF76,FAM90A1
PPP1R13B,FAM90A1
GOLGA2,FAM90A1
ZNF655,FAM90A1
SNW1,FAM90A1
FXR1,FAM90A1
SMARCB1,FAM90A1
GRIPAP1,FAM90A1
TRIM27,FAM90A1
TRIM9,FAM90A1
TLE5,FAM90A1
FLOT1,FAM90A1
TMCC2,FAM90A1
STAC3,FAM90A1
LNX1,FAM90A1
MDFI,FAM90A1
DVL2,FAM90A1
LDOC1,FAM90A1
HOOK2,FAM90A1
KLHL12,FAM90A1
CEP72,FAM90A1
CEP70,FAM90A1
ZBTB7B,FAM90A1
ZC2HC1C,FAM90A1
BEGAIN,FAM90A1
ZBTB8A,FAM90A1
EFEMP2,FAM90A1
ABI2,FAM90A1
ENKD1,FAM90A1
GPSM1,FAM90A1
ZNF581,FAM90A1
AMOTL2,FAM90A1
MAD1L1,FAM90A1
MTUS2,FAM90A1
KASH5,FAM90A1
TRIM69,FAM90A1
CEP55,FAM90A1
FLACC1,FAM90A1
CARD9,FAM90A1
SH2B2,FAM90A1
BCAR1,FAM90A1
HOMER3,FAM90A1
KPNA6,FAM90A1
NOTCH2NLA,FAM90A1
MID2,FAM90A1
ZWINT,FAM90A1
CCNL2,FAM90A1
KRT34,FAM90A1
AKAP9,FAM90A1
LIMS1,FAM90A1
SRPK2,FAM90A1
RPRD1A,FAM90A1
PSTPIP1,FAM90A1
CDR2,FAM90A1
CCNC,FAM90A1
ROPN1,FAM90A1
TFIP11,FAM90A1
ZNF212,FAM90A1
TRIM55,FAM90A1
KIFC3,FAM90A1
DTX3,FAM90A1
LMO2,FAM90A1
PRKAR1B,FAM90A1
